product_id,product_name,unit_price_product,units_in_stock,units_on_order,discontinued,supplier_id,company_supplier,city,country,order_id,unit_price_order,quantity,discount,total_order
20,Sir Rodney's Marmalade,81.0,40,0,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,10272,64.8,6,0.0,1265793.0395000004
31,Gorgonzola Telino,12.5,0,70,0,14,Formaggi Fortini s.r.l.,Ravenna,Italy,10272,10.0,40,0.0,1265793.0395000004
72,Mozzarella di Giovanni,34.8,14,0,0,14,Formaggi Fortini s.r.l.,Ravenna,Italy,10272,27.8,24,0.0,1265793.0395000004
10,Ikura,31.0,31,0,0,4,Tokyo Traders,Tokyo,Japan,10273,24.8,24,0.05,1265793.0395000004
31,Gorgonzola Telino,12.5,0,70,0,14,Formaggi Fortini s.r.l.,Ravenna,Italy,10273,10.0,15,0.05,1265793.0395000004
33,Geitost,2.5,112,0,0,15,Norske Meierier,Sandvika,Norway,10273,2.0,20,0.0,1265793.0395000004
40,Boston Crab Meat,18.4,123,0,0,19,New England Seafood Cannery,Boston,USA,10273,14.7,60,0.05,1265793.0395000004
76,Lakkalikööri,18.0,57,0,0,23,Karkki Oy,Lappeenranta,Finland,10273,14.4,33,0.05,1265793.0395000004
71,Flotemysost,21.5,26,0,0,15,Norske Meierier,Sandvika,Norway,10274,17.2,20,0.0,1265793.0395000004
72,Mozzarella di Giovanni,34.8,14,0,0,14,Formaggi Fortini s.r.l.,Ravenna,Italy,10274,27.8,7,0.0,1265793.0395000004
24,Guaraná Fantástica,4.5,20,0,1,10,Refrescos Americanas LTDA,Sao Paulo,Brazil,10275,3.6,12,0.05,1265793.0395000004
59,Raclette Courdavault,55.0,79,0,0,28,Gai pâturage,Annecy,France,10275,44.0,6,0.05,1265793.0395000004
10,Ikura,31.0,31,0,0,4,Tokyo Traders,Tokyo,Japan,10276,24.8,15,0.0,1265793.0395000004
13,Konbu,6.0,24,0,0,6,Mayumi's,Osaka,Japan,10276,4.8,10,0.0,1265793.0395000004
28,Rössle Sauerkraut,45.6,26,0,1,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10277,36.4,20,0.0,1265793.0395000004
62,Tarte au sucre,49.3,17,0,0,29,Forêts d'érables,Ste-Hyacinthe,Canada,10277,39.4,12,0.0,1265793.0395000004
44,Gula Malacca,19.45,27,0,0,20,Leka Trading,Singapore,Singapore,10278,15.5,16,0.0,1265793.0395000004
59,Raclette Courdavault,55.0,79,0,0,28,Gai pâturage,Annecy,France,10278,44.0,15,0.0,1265793.0395000004
63,Vegie-spread,43.9,24,0,0,7,"Pavlova, Ltd.",Melbourne,Australia,10278,35.1,8,0.0,1265793.0395000004
73,Röd Kaviar,15.0,101,0,0,17,Svensk Sjöföda AB,Stockholm,Sweden,10278,12.0,25,0.0,1265793.0395000004
17,Alice Mutton,39.0,0,0,1,7,"Pavlova, Ltd.",Melbourne,Australia,10279,31.2,15,0.25,1265793.0395000004
24,Guaraná Fantástica,4.5,20,0,1,10,Refrescos Americanas LTDA,Sao Paulo,Brazil,10280,3.6,12,0.0,1265793.0395000004
55,Pâté chinois,24.0,115,0,0,25,Ma Maison,Montréal,Canada,10280,19.2,20,0.0,1265793.0395000004
75,Rhönbräu Klosterbier,7.75,125,0,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10280,6.2,30,0.0,1265793.0395000004
19,Teatime Chocolate Biscuits,9.2,25,0,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,10281,7.3,1,0.0,1265793.0395000004
24,Guaraná Fantástica,4.5,20,0,1,10,Refrescos Americanas LTDA,Sao Paulo,Brazil,10281,3.6,6,0.0,1265793.0395000004
35,Steeleye Stout,18.0,20,0,0,16,Bigfoot Breweries,Bend,USA,10281,14.4,4,0.0,1265793.0395000004
30,Nord-Ost Matjeshering,25.89,10,0,0,13,Nord-Ost-Fisch Handelsgesellschaft mbH,Cuxhaven,Germany,10282,20.7,6,0.0,1265793.0395000004
57,Ravioli Angelo,19.5,36,0,0,26,Pasta Buttini s.r.l.,Salerno,Italy,10282,15.6,2,0.0,1265793.0395000004
15,Genen Shouyu,13.0,39,0,0,6,Mayumi's,Osaka,Japan,10283,12.4,20,0.0,1265793.0395000004
19,Teatime Chocolate Biscuits,9.2,25,0,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,10283,7.3,18,0.0,1265793.0395000004
60,Camembert Pierrot,34.0,19,0,0,28,Gai pâturage,Annecy,France,10283,27.2,35,0.0,1265793.0395000004
72,Mozzarella di Giovanni,34.8,14,0,0,14,Formaggi Fortini s.r.l.,Ravenna,Italy,10283,27.8,3,0.0,1265793.0395000004
27,Schoggi Schokolade,43.9,49,0,0,11,Heli Süßwaren GmbH & Co. KG,Berlin,Germany,10284,35.1,15,0.25,1265793.0395000004
44,Gula Malacca,19.45,27,0,0,20,Leka Trading,Singapore,Singapore,10284,15.5,21,0.0,1265793.0395000004
60,Camembert Pierrot,34.0,19,0,0,28,Gai pâturage,Annecy,France,10284,27.2,20,0.25,1265793.0395000004
67,Laughing Lumberjack Lager,14.0,52,0,0,16,Bigfoot Breweries,Bend,USA,10284,11.2,5,0.25,1265793.0395000004
1,Chai,18.0,39,0,1,8,"Specialty Biscuits, Ltd.",Manchester,UK,10285,14.4,45,0.2,1265793.0395000004
40,Boston Crab Meat,18.4,123,0,0,19,New England Seafood Cannery,Boston,USA,10285,14.7,40,0.2,1265793.0395000004
53,Perth Pasties,32.8,0,0,1,24,"G'day, Mate",Sydney,Australia,10285,26.2,36,0.2,1265793.0395000004
35,Steeleye Stout,18.0,20,0,0,16,Bigfoot Breweries,Bend,USA,10286,14.4,100,0.0,1265793.0395000004
62,Tarte au sucre,49.3,17,0,0,29,Forêts d'érables,Ste-Hyacinthe,Canada,10286,39.4,40,0.0,1265793.0395000004
16,Pavlova,17.45,29,0,0,7,"Pavlova, Ltd.",Melbourne,Australia,10287,13.9,40,0.15,1265793.0395000004
34,Sasquatch Ale,14.0,111,0,0,16,Bigfoot Breweries,Bend,USA,10287,11.2,20,0.0,1265793.0395000004
46,Spegesild,12.0,95,0,0,21,Lyngbysild,Lyngby,Denmark,10287,9.6,15,0.15,1265793.0395000004
54,Tourtière,7.45,21,0,0,25,Ma Maison,Montréal,Canada,10288,5.9,10,0.1,1265793.0395000004
68,Scottish Longbreads,12.5,6,10,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,10288,10.0,3,0.1,1265793.0395000004
3,Aniseed Syrup,10.0,13,70,0,1,Exotic Liquids,London,UK,10289,8.0,30,0.0,1265793.0395000004
64,Wimmers gute Semmelknödel,33.25,22,80,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10289,26.6,9,0.0,1265793.0395000004
5,Chef Anton's Gumbo Mix,21.35,0,0,1,2,New Orleans Cajun Delights,New Orleans,USA,10290,17.0,20,0.0,1265793.0395000004
29,Thüringer Rostbratwurst,123.79,0,0,1,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10290,99.0,15,0.0,1265793.0395000004
49,Maxilaku,20.0,10,60,0,23,Karkki Oy,Lappeenranta,Finland,10290,16.0,15,0.0,1265793.0395000004
77,Original Frankfurter grüne Soße,13.0,32,0,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10290,10.4,10,0.0,1265793.0395000004
13,Konbu,6.0,24,0,0,6,Mayumi's,Osaka,Japan,10291,4.8,20,0.1,1265793.0395000004
44,Gula Malacca,19.45,27,0,0,20,Leka Trading,Singapore,Singapore,10291,15.5,24,0.1,1265793.0395000004
51,Manjimup Dried Apples,53.0,20,0,0,24,"G'day, Mate",Sydney,Australia,10291,42.4,2,0.1,1265793.0395000004
20,Sir Rodney's Marmalade,81.0,40,0,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,10292,64.8,20,0.0,1265793.0395000004
18,Carnarvon Tigers,62.5,42,0,0,7,"Pavlova, Ltd.",Melbourne,Australia,10293,50.0,12,0.0,1265793.0395000004
24,Guaraná Fantástica,4.5,20,0,1,10,Refrescos Americanas LTDA,Sao Paulo,Brazil,10293,3.6,10,0.0,1265793.0395000004
63,Vegie-spread,43.9,24,0,0,7,"Pavlova, Ltd.",Melbourne,Australia,10293,35.1,5,0.0,1265793.0395000004
75,Rhönbräu Klosterbier,7.75,125,0,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10293,6.2,6,0.0,1265793.0395000004
1,Chai,18.0,39,0,1,8,"Specialty Biscuits, Ltd.",Manchester,UK,10294,14.4,18,0.0,1265793.0395000004
17,Alice Mutton,39.0,0,0,1,7,"Pavlova, Ltd.",Melbourne,Australia,10294,31.2,15,0.0,1265793.0395000004
43,Ipoh Coffee,46.0,17,10,0,20,Leka Trading,Singapore,Singapore,10294,36.8,15,0.0,1265793.0395000004
60,Camembert Pierrot,34.0,19,0,0,28,Gai pâturage,Annecy,France,10294,27.2,21,0.0,1265793.0395000004
75,Rhönbräu Klosterbier,7.75,125,0,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10294,6.2,6,0.0,1265793.0395000004
56,Gnocchi di nonna Alice,38.0,21,10,0,26,Pasta Buttini s.r.l.,Salerno,Italy,10295,30.4,4,0.0,1265793.0395000004
11,Queso Cabrales,21.0,22,30,0,5,Cooperativa de Quesos 'Las Cabras',Oviedo,Spain,10296,16.8,12,0.0,1265793.0395000004
16,Pavlova,17.45,29,0,0,7,"Pavlova, Ltd.",Melbourne,Australia,10296,13.9,30,0.0,1265793.0395000004
69,Gudbrandsdalsost,36.0,26,0,0,15,Norske Meierier,Sandvika,Norway,10296,28.8,15,0.0,1265793.0395000004
39,Chartreuse verte,18.0,69,0,0,18,Aux joyeux ecclésiastiques,Paris,France,10297,14.4,60,0.0,1265793.0395000004
72,Mozzarella di Giovanni,34.8,14,0,0,14,Formaggi Fortini s.r.l.,Ravenna,Italy,10297,27.8,20,0.0,1265793.0395000004
2,Chang,19.0,17,40,1,1,Exotic Liquids,London,UK,10298,15.2,40,0.0,1265793.0395000004
36,Inlagd Sill,19.0,112,0,0,17,Svensk Sjöföda AB,Stockholm,Sweden,10298,15.2,40,0.25,1265793.0395000004
59,Raclette Courdavault,55.0,79,0,0,28,Gai pâturage,Annecy,France,10298,44.0,30,0.25,1265793.0395000004
62,Tarte au sucre,49.3,17,0,0,29,Forêts d'érables,Ste-Hyacinthe,Canada,10298,39.4,15,0.0,1265793.0395000004
19,Teatime Chocolate Biscuits,9.2,25,0,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,10299,7.3,15,0.0,1265793.0395000004
70,Outback Lager,15.0,15,10,0,7,"Pavlova, Ltd.",Melbourne,Australia,10299,12.0,20,0.0,1265793.0395000004
66,Louisiana Hot Spiced Okra,17.0,4,100,0,2,New Orleans Cajun Delights,New Orleans,USA,10300,13.6,30,0.0,1265793.0395000004
68,Scottish Longbreads,12.5,6,10,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,10300,10.0,20,0.0,1265793.0395000004
40,Boston Crab Meat,18.4,123,0,0,19,New England Seafood Cannery,Boston,USA,10301,14.7,10,0.0,1265793.0395000004
56,Gnocchi di nonna Alice,38.0,21,10,0,26,Pasta Buttini s.r.l.,Salerno,Italy,10301,30.4,20,0.0,1265793.0395000004
17,Alice Mutton,39.0,0,0,1,7,"Pavlova, Ltd.",Melbourne,Australia,10302,31.2,40,0.0,1265793.0395000004
28,Rössle Sauerkraut,45.6,26,0,1,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10302,36.4,28,0.0,1265793.0395000004
43,Ipoh Coffee,46.0,17,10,0,20,Leka Trading,Singapore,Singapore,10302,36.8,12,0.0,1265793.0395000004
40,Boston Crab Meat,18.4,123,0,0,19,New England Seafood Cannery,Boston,USA,10303,14.7,40,0.1,1265793.0395000004
65,Louisiana Fiery Hot Pepper Sauce,21.05,76,0,0,2,New Orleans Cajun Delights,New Orleans,USA,10303,16.8,30,0.1,1265793.0395000004
68,Scottish Longbreads,12.5,6,10,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,10303,10.0,15,0.1,1265793.0395000004
49,Maxilaku,20.0,10,60,0,23,Karkki Oy,Lappeenranta,Finland,10304,16.0,30,0.0,1265793.0395000004
59,Raclette Courdavault,55.0,79,0,0,28,Gai pâturage,Annecy,France,10304,44.0,10,0.0,1265793.0395000004
71,Flotemysost,21.5,26,0,0,15,Norske Meierier,Sandvika,Norway,10304,17.2,2,0.0,1265793.0395000004
18,Carnarvon Tigers,62.5,42,0,0,7,"Pavlova, Ltd.",Melbourne,Australia,10305,50.0,25,0.1,1265793.0395000004
29,Thüringer Rostbratwurst,123.79,0,0,1,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10305,99.0,25,0.1,1265793.0395000004
39,Chartreuse verte,18.0,69,0,0,18,Aux joyeux ecclésiastiques,Paris,France,10305,14.4,30,0.1,1265793.0395000004
30,Nord-Ost Matjeshering,25.89,10,0,0,13,Nord-Ost-Fisch Handelsgesellschaft mbH,Cuxhaven,Germany,10306,20.7,10,0.0,1265793.0395000004
53,Perth Pasties,32.8,0,0,1,24,"G'day, Mate",Sydney,Australia,10306,26.2,10,0.0,1265793.0395000004
54,Tourtière,7.45,21,0,0,25,Ma Maison,Montréal,Canada,10306,5.9,5,0.0,1265793.0395000004
62,Tarte au sucre,49.3,17,0,0,29,Forêts d'érables,Ste-Hyacinthe,Canada,10307,39.4,10,0.0,1265793.0395000004
68,Scottish Longbreads,12.5,6,10,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,10307,10.0,3,0.0,1265793.0395000004
69,Gudbrandsdalsost,36.0,26,0,0,15,Norske Meierier,Sandvika,Norway,10308,28.8,1,0.0,1265793.0395000004
70,Outback Lager,15.0,15,10,0,7,"Pavlova, Ltd.",Melbourne,Australia,10308,12.0,5,0.0,1265793.0395000004
4,Chef Anton's Cajun Seasoning,22.0,53,0,0,2,New Orleans Cajun Delights,New Orleans,USA,10309,17.6,20,0.0,1265793.0395000004
6,Grandma's Boysenberry Spread,25.0,120,0,0,3,Grandma Kelly's Homestead,Ann Arbor,USA,10309,20.0,30,0.0,1265793.0395000004
42,Singaporean Hokkien Fried Mee,14.0,26,0,1,20,Leka Trading,Singapore,Singapore,10309,11.2,2,0.0,1265793.0395000004
43,Ipoh Coffee,46.0,17,10,0,20,Leka Trading,Singapore,Singapore,10309,36.8,20,0.0,1265793.0395000004
71,Flotemysost,21.5,26,0,0,15,Norske Meierier,Sandvika,Norway,10309,17.2,3,0.0,1265793.0395000004
16,Pavlova,17.45,29,0,0,7,"Pavlova, Ltd.",Melbourne,Australia,10310,13.9,10,0.0,1265793.0395000004
62,Tarte au sucre,49.3,17,0,0,29,Forêts d'érables,Ste-Hyacinthe,Canada,10310,39.4,5,0.0,1265793.0395000004
42,Singaporean Hokkien Fried Mee,14.0,26,0,1,20,Leka Trading,Singapore,Singapore,10311,11.2,6,0.0,1265793.0395000004
69,Gudbrandsdalsost,36.0,26,0,0,15,Norske Meierier,Sandvika,Norway,10311,28.8,7,0.0,1265793.0395000004
28,Rössle Sauerkraut,45.6,26,0,1,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10312,36.4,4,0.0,1265793.0395000004
43,Ipoh Coffee,46.0,17,10,0,20,Leka Trading,Singapore,Singapore,10312,36.8,24,0.0,1265793.0395000004
53,Perth Pasties,32.8,0,0,1,24,"G'day, Mate",Sydney,Australia,10312,26.2,20,0.0,1265793.0395000004
75,Rhönbräu Klosterbier,7.75,125,0,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10312,6.2,10,0.0,1265793.0395000004
36,Inlagd Sill,19.0,112,0,0,17,Svensk Sjöföda AB,Stockholm,Sweden,10313,15.2,12,0.0,1265793.0395000004
32,Mascarpone Fabioli,32.0,9,40,0,14,Formaggi Fortini s.r.l.,Ravenna,Italy,10314,25.6,40,0.1,1265793.0395000004
58,Escargots de Bourgogne,13.25,62,0,0,27,Escargots Nouveaux,Montceau,France,10314,10.6,30,0.1,1265793.0395000004
62,Tarte au sucre,49.3,17,0,0,29,Forêts d'érables,Ste-Hyacinthe,Canada,10314,39.4,25,0.1,1265793.0395000004
34,Sasquatch Ale,14.0,111,0,0,16,Bigfoot Breweries,Bend,USA,10315,11.2,14,0.0,1265793.0395000004
70,Outback Lager,15.0,15,10,0,7,"Pavlova, Ltd.",Melbourne,Australia,10315,12.0,30,0.0,1265793.0395000004
41,Jack's New England Clam Chowder,9.65,85,0,0,19,New England Seafood Cannery,Boston,USA,10316,7.7,10,0.0,1265793.0395000004
62,Tarte au sucre,49.3,17,0,0,29,Forêts d'érables,Ste-Hyacinthe,Canada,10316,39.4,70,0.0,1265793.0395000004
1,Chai,18.0,39,0,1,8,"Specialty Biscuits, Ltd.",Manchester,UK,10317,14.4,20,0.0,1265793.0395000004
41,Jack's New England Clam Chowder,9.65,85,0,0,19,New England Seafood Cannery,Boston,USA,10318,7.7,20,0.0,1265793.0395000004
76,Lakkalikööri,18.0,57,0,0,23,Karkki Oy,Lappeenranta,Finland,10318,14.4,6,0.0,1265793.0395000004
17,Alice Mutton,39.0,0,0,1,7,"Pavlova, Ltd.",Melbourne,Australia,10319,31.2,8,0.0,1265793.0395000004
28,Rössle Sauerkraut,45.6,26,0,1,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,10319,36.4,14,0.0,1265793.0395000004
76,Lakkalikööri,18.0,57,0,0,23,Karkki Oy,Lappeenranta,Finland,10319,14.4,30,0.0,1265793.0395000004
71,Flotemysost,21.5,26,0,0,15,Norske Meierier,Sandvika,Norway,10320,17.2,30,0.0,1265793.0395000004
35,Steeleye Stout,18.0,20,0,0,16,Bigfoot Breweries,Bend,USA,10321,14.4,10,0.0,1265793.0395000004
52,Filo Mix,7.0,38,0,0,24,"G'day, Mate",Sydney,Australia,10322,5.6,20,0.0,1265793.0395000004
15,Genen Shouyu,13.0,39,0,0,6,Mayumi's,Osaka,Japan,10323,12.4,5,0.0,1265793.0395000004
25,NuNuCa Nuß-Nougat-Creme,14.0,76,0,0,11,Heli Süßwaren GmbH & Co. KG,Berlin,Germany,10323,11.2,4,0.0,1265793.0395000004
39,Chartreuse verte,18.0,69,0,0,18,Aux joyeux ecclésiastiques,Paris,France,10323,14.4,4,0.0,1265793.0395000004
16,Pavlova,17.45,29,0,0,7,"Pavlova, Ltd.",Melbourne,Australia,10324,13.9,21,0.15,1265793.0395000004
35,Steeleye Stout,18.0,20,0,0,16,Bigfoot Breweries,Bend,USA,10324,14.4,70,0.15,1265793.0395000004
46,Spegesild,12.0,95,0,0,21,Lyngbysild,Lyngby,Denmark,10324,9.6,30,0.0,1265793.0395000004
59,Raclette Courdavault,55.0,79,0,0,28,Gai pâturage,Annecy,France,10324,44.0,40,0.15,1265793.0395000004
63,Vegie-spread,43.9,24,0,0,7,"Pavlova, Ltd.",Melbourne,Australia,10324,35.1,80,0.15,1265793.0395000004
6,Grandma's Boysenberry Spread,25.0,120,0,0,3,Grandma Kelly's Homestead,Ann Arbor,USA,10325,20.0,6,0.0,1265793.0395000004
